date,exchange,inflow,outflow,netflow,roll_mean,roll_std,zscore
2025-05-14,bitvavo_hot3,57936.94559646,0.0,57936.94559646,12744.37812085653,20523.64008725511,2.201976222710484
2025-06-04,bitvavo_hot3,689689.85603195,621681.28,68008.57603194995,-232.80900696030378,32362.900238336093,2.1086300837177014
2025-05-17,bitvavo_hot3,16791.139766397675,54804.92,-38013.78023360232,13689.247664651904,27847.169176669577,-1.856670872728103
2025-05-18,bitvavo_hot3,10508.37594923,50078.93,-39570.55405077,8021.459120256191,33499.32541650803,-1.4206857176763765
2025-05-28,bitvavo_hot3,22302.11307059789,54768.78023027,-32466.667159672103,-6508.372127323755,20485.93497559756,-1.2671276689723634
2025-05-09,bitvavo_hot3,2156.1338559524265,0.0,2156.1338559524265,1005.4878435450939,1125.41871766287,1.022415918936244
2025-05-06,bitvavo_hot3,0.0,89.63650752,-89.63650752,1183.3284803560002,1402.7675915630534,-0.9074667789106683
2025-05-10,bitvavo_hot3,2.206869455715413,0.0,2.206869455715413,975.8520398330531,1148.4803521196804,-0.8477682431226098
2025-05-28,coinbase10,155378.1821886906,110559.14130560117,44819.04088308946,2574.384144874519,18354.175898430385,2.3016373479251455
2025-05-14,coinbase10,161228.9323886906,114291.9768368858,46936.95555180479,-8829.413449007889,27710.11727273141,2.0124912663466232
2025-05-31,coinbase10,658473.3459489162,601262.1292779836,57211.2166709326,9675.154294789632,26978.479828522293,1.7619992927061334
2025-05-05,coinbase10,155378.1821886906,96564.08087653916,58814.10131215144,11341.57074787817,27645.555042352422,1.7171849323171964
2025-05-27,coinbase10,0.0,13784.41209593,-13784.41209593,-4563.2295782939755,6284.65333547137,-1.4672539638090325
2025-05-10,coinbase10,12294.94322534,55531.706388,-43236.76316266,-1206.6060809620883,32733.0171901743,-1.2840294201267335
2025-05-09,coinbase10,4490.01686693,38605.2176061,-34115.20073917,2290.9716184421973,29169.182928729013,-1.2481039474628344
2025-05-03,coinbase10,0.0,18753.71926683,-18753.71926683,-841.325846750197,18286.089468239086,-0.9795639166696438
2025-05-23,coinbase10,1575.25398893,10490.48950925,-8915.23552032,457.5906716345965,10365.076406602158,-0.9042698600836617
2025-05-25,coinbase10,0.0,6935.4926756,-6935.4926756,1214.6280463045962,9782.33905258559,-0.8331464160149327
2025-06-01,gate1,17695.32759334,1940.72624,15754.60135334,3269.0455560451887,5295.74836271272,2.3576565467508637
2025-06-04,gate1,128462.6661629708,172735.48565352,-44272.81949054921,3822.6256267238723,21949.15075579282,-2.191221230032316
2025-05-09,gate1,0.0,17133.28524522,-17133.28524522,-3248.791761764,7054.9906647911075,-1.9680385337359065
2025-06-02,gate1,27414.8104737,4155.56309627,23259.24737743,6276.054830068047,8713.756770858605,1.949009249851775
2025-05-08,gate1,2880.0,299.5697346,2580.4302654,222.33160909999992,1404.5032294625785,1.67895566691029
2025-06-03,gate1,54873.2621765,28273.13804936,26600.12412714,10078.19755394519,10715.841876152472,1.541822543123137
2025-05-12,gate1,2510.0,16729.2171885,-14219.2171885,-4724.258550585715,7097.65959909457,-1.3377590888023896
2025-06-05,gate1,118801.73288276,76265.74479142,42535.98809134,9872.643987153873,25639.35547196961,1.2739534010476796
2025-05-07,gate1,2152.708815,3173.171695,-1020.46288,-563.7012763333333,398.4741407299558,-1.1462766513027305
2025-05-14,gate1,14274.84344994,7881.28286325,6393.560586689999,-3148.6737769157153,8383.792975184919,1.1381762874929822
2025-05-30,htx_safe60,0.0,35000.0,-35000.0,-12600.0,16441.411131651686,-1.3624134705127176
2025-05-01,htx_safe60,4000.0,0.0,4000.0,,,
2025-05-12,htx_safe60,0.0,6800.0,-6800.0,,,
2025-05-28,kraken_cold1,736.8936222299999,0.0,736.8936222299999,,,
2025-06-05,kraken_cold1,0.0,9936.76514493,-9936.76514493,,,
2025-06-05,kraken_cold2,0.0,6893.88540866,-6893.88540866,-1720.032772848,2908.7051390316637,-1.7787477205525297
2025-05-28,kraken_cold2,1094.50639924,0.0,1094.50639924,-426.569613895,1486.7657059682076,1.023077144589133
2025-05-21,kraken_cold2,0.0,957.85735321,-957.85735321,-933.5949516066667,1385.27888176509,-0.017514452809977727
2025-05-08,kraken_cold2,775.0193385,0.0,775.0193385,,,
2025-05-14,kraken_cold2,0.0,2617.94684011,-2617.94684011,,,
2025-05-30,mexC16,81971.30433783065,90715.95038132,-8744.646043489352,-1462.8653928420183,3025.2400593052866,-2.407009198575638
2025-05-15,mexC16,1999.58,3483.07,-1483.4899999999998,551.6765888320539,1125.4796718409068,-1.8082659685031934
2025-06-05,mexC16,29222.647708178312,21551.2947,7671.353008178314,-1709.1253478320975,5630.997825953224,1.6658643185362036
2025-05-26,mexC16,0.0,1189.74,-1189.74,-70.77310091496773,711.1832965855644,-1.5733874859790191
2025-05-13,mexC16,2998.59,795.42,2203.17,571.2987505306252,1065.8131090441373,1.5311045019261404
2025-05-31,mexC16,12178.087557426634,7631.9309,4546.1566574266335,-769.2219242876398,3693.126740286128,1.4392624341136095
2025-05-06,mexC16,2499.61,0.0,2499.61,902.5083124640001,1236.5435838467274,1.2915854389601238
2025-05-07,mexC16,2107.47513189,3277.75,-1170.2748681100002,557.044449035,1367.8181288595636,-1.262828208444039
2025-06-04,mexC16,35185.803427397535,43086.13780049,-7900.334373092461,-2974.9957775718567,4192.107328045437,-1.1749075608274169
2025-05-14,mexC16,0.0,111.71,-111.71,722.522303117768,863.9647337403451,-0.9655860598686048
